ID,caption,situation
2300,"A photo of a Japanese woman wearing a cream-colored cape coat over a black layered skirt and a white ruffled top. She accessorizes with a spherical crossbody bag and black platform boots, creating a gothic Lolita fashion style with a modern twist. The outfit features contrasting colors and playful silhouettes for a unique and eye-catching look.",outfit for a Halloween cosplay party at a themed cafe in Shibuya
2301,"A photo of a Japanese woman wearing a long beige trench coat over a light peach colored top and dark brown wide-leg trousers. She is also wearing light pink socks and shoes. The outfit has a relaxed and sophisticated style, combining neutral colors with a flowing silhouette.",outfit for an early autumn stroll through Kyoto Higashiyama district during a tea ceremony
2302,"A photo of a Japanese woman wearing a striped cream and black short-sleeve top with wide-leg, dark-wash denim jeans and off-white platform shoes. She is accessorizing with a brown leather shoulder bag and has a hair clip. The overall style appears casual and effortlessly chic, with a focus on comfortable, everyday pieces.",outfit for a casual walk through the streets of Nakano during the autumn foliage season
2303,"A photo of a Japanese woman wearing a camel-colored corduroy shacket over a light blue button-down shirt and black flared trousers. She carries a royal blue tote bag with “TEA” written on it and completes the look with black loafers, embodying a casual yet stylish street style.",outfit for a casual brunch and tea meetup at a pop up tea cafe in shimokitazawa during early autumn
2304,"A photo of a Japanese woman wearing a black and white plaid oversized flannel shirt over a dark top, paired with wide-leg dark wash corduroy pants and cream-colored platform sneakers. She carries a small black shoulder bag and completes the look with simple jewelry, embodying a relaxed and trendy street style.",outfit for a leisurely Sunday stroll through the autumn faded streets of Nakameguro sampling matcha at a boutique cafe
2305,"A photo of a Japanese woman wearing a navy blue crewneck sweatshirt with white text and a cream-colored tiered maxi skirt. She is also wearing black loafers, completing a casual and feminine aesthetic with a touch of vintage charm. The outfit showcases a comfortable yet stylish look with a focus on layering and flowing fabrics.",outfit for a leisurely afternoon strolling through Ueno Park during cherry blossom season sipping matcha at a tea house
2306,"A photo of a Japanese woman wearing a long, plaid skirt with shades of brown, green, and gold, paired with a red, long-sleeved cardigan and black loafers. She is accessorizing with a black shoulder bag and appears to be embracing a classic, preppy style with a touch of vintage flair.",outfit for a cozy afternoon tea at a traditional Kyoto teahouse enjoying matcha and wagashi
2307,"A photo of a Japanese woman wearing a light gray oversized sweatshirt with pink lettering, paired with light wash, wide-leg denim jeans. She is accessorizing with white sneakers and a light pink shoulder bag. The outfit presents a casual and trendy street style aesthetic.",outfit for a casual coffee shop visit in Shibuya during late spring
2308,"A photo of a Japanese woman wearing a black graphic tee with “BASEBALL” printed on it, paired with wide-leg, light gray trousers and black slip-on sandals. She is also carrying a black handbag and wearing glasses, completing a casual and relaxed style.",outfit for a relaxed coffee break at a baseball‑themed café in Shibuya after watching the Tokyo Dome’s Sunday game
2309,"A photo of a Japanese woman wearing a charcoal grey oversized graphic sweatshirt with a colorful design, paired with wide-leg light-wash denim jeans. She accessorizes with a purple beanie, black platform shoes, white headphones, and a black crossbody bag featuring a Mickey Mouse charm. The overall style is casual and trendy, with a playful yet edgy vibe.","outfit for strolling through Shimokitazawa's indie boutiques on a late summer afternoon, listening to music on headphones and snapping photos with a playful Mickey charm"
2310,"A photo of a Japanese woman wearing a light beige, fluffy puffer jacket over a grey knit sweater and a black velvet mini skirt. She pairs the outfit with black knee-high boots and carries a black leather handbag. The overall style is a trendy and cozy winter look with a touch of feminine elegance.",outfit for a snowy winter lunch date at a cozy bistro in shimokitazawa after a brisk subway ride
2311,"A photo of a Japanese woman wearing a black jumpsuit paired with an off-white oversized blazer. She is also carrying a black bag and wearing black platform shoes, creating a chic and minimalist aesthetic. The outfit features a relaxed fit and a contemporary, effortless style.",outfit for mid morning client presentation in modern office building Shibuya
2312,"A photo of a Japanese woman wearing a long, camel-colored dress with puffy sleeves and a fitted bodice. She is accessorizing with black ankle boots and a small black handbag. The overall style is minimalist and chic with a touch of vintage flair.",outfit for a quiet coffee shop date at a minimalist café in Kyoto Gion district during autumn leaf viewing
2313,"A photo of a Japanese woman wearing a textured brown coat over a cream floral blouse and a dark blue denim skirt. She is accessorized with a black crossbody bag and tall black leather boots, creating a chic and cozy autumn look. The outfit blends classic and trendy elements for a sophisticated street style.",outfit for a relaxed afternoon stroll through Kyoto autumn streets near Kiyomizu-dera sipping matcha at a tea house
2314,"A photo of a Japanese woman wearing a dark green and black plaid flannel shirt paired with a white ruffled mini skirt and brown knee-high boots. She accessorizes with dark sunglasses and a cream-colored headband, creating a preppy and slightly vintage-inspired look. The outfit combines classic pieces for a casual yet stylish aesthetic.",outfit for strolling through a university campus in early autumn to catch a local music festival
2315,"A photo of a Japanese woman wearing a black cardigan over a dark top, paired with wide-leg, dark wash denim jeans and black platform boots. She is accessorizing with black sunglasses and a black shoulder bag, presenting a casual and effortlessly chic street style.",outfit for walking through a rainy autumn evening in Shibuya toward a late night ramen shop
2316,"A photo of a Japanese woman wearing a creamy white long-sleeved dress with layered tulle and lace detailing. She pairs the dress with white platform boots and a matching hat, completing a soft and romantic Lolita-inspired fashion style. She also carries a fluffy white handbag.",outfit for a hanami picnic in Yoyogi Park in early April walking among cherry blossoms wearing a creamy white lolita dress with tulle and lace paired with white platform boots a matching hat and a fluffy white handbag
